x,income,type,age
12590,,alienAge,28
12591,,alienAge,28
12592,,alienAge,27
12593,,alienAge,28
12594,,alienAge,60
12598,,alienAge,26
12599,,alienAge,44
12600,,alienAge,31
12603,,alienAge,25
12607,,alienAge,26
12608,,alienAge,49
12609,,alienAge,32
12612,,alienAge,40
12613,,alienAge,50
12614,,alienAge,25
12615,,alienAge,35
12616,,alienAge,23
12619,,alienAge,30
12620,,alienAge,26
12621,,alienAge,35
12622,,alienAge,23
12625,,alienAge,30
12627,,alienAge,43
12630,,alienAge,31
12632,,alienAge,35
12633,,alienAge,26
12634,,alienAge,19
12635,,alienAge,25
12637,,alienAge,60
12638,,alienAge,22
12639,,alienAge,23
12640,,alienAge,28
12645,,alienAge,52
12646,,alienAge,28
12647,,alienAge,34
12648,,alienAge,27
12652,,alienAge,31
12653,,alienAge,21
12656,,alienAge,36
12657,,alienAge,33
12658,,alienAge,29
12661,,alienAge,48
12662,,alienAge,28
12665,,alienAge,23
12666,,alienAge,20
12667,,alienAge,34
12669,,alienAge,39
12676,,alienAge,37
12678,,alienAge,48
12680,,alienAge,48
12681,,alienAge,38
12682,,alienAge,26
12684,,alienAge,30
12685,,alienAge,26
12686,,alienAge,26
12688,,alienAge,27
12689,,alienAge,41
12691,,alienAge,27
12692,,alienAge,29
12693,,alienAge,30
12694,,alienAge,58
12695,,alienAge,24
12696,,alienAge,37
12697,,alienAge,21
12700,,alienAge,32
12701,,alienAge,41
12705,,alienAge,31
12709,,alienAge,25
12710,,alienAge,23
12714,,alienAge,34
12715,,alienAge,33
12716,,alienAge,28
12718,,alienAge,21
12719,,alienAge,42
12722,,alienAge,24
12724,,alienAge,25
12726,,alienAge,55
12729,,alienAge,23
12730,,alienAge,37
12732,,alienAge,38
12734,,alienAge,40
12735,,alienAge,25
12737,,alienAge,27
12738,,alienAge,31
12739,,alienAge,27
12740,,alienAge,39
12741,,alienAge,30
12742,,alienAge,33
12743,,alienAge,34
12744,,alienAge,44
12746,,alienAge,26
12747,,alienAge,32
12748,,alienAge,29
12750,,alienAge,27
12751,,alienAge,32
12754,,alienAge,24
12755,,alienAge,39
12756,,alienAge,33
12759,,alienAge,33
12760,,alienAge,33
12761,,alienAge,25
12763,,alienAge,34
12764,,alienAge,37
12765,,alienAge,45
12767,,alienAge,38
12770,,alienAge,31
12771,,alienAge,58
12773,,alienAge,31
12774,,alienAge,22
12775,,alienAge,20
12776,,alienAge,23
12777,,alienAge,22
12779,,alienAge,31
12781,,alienAge,23
12782,,alienAge,34
12784,,alienAge,30
12790,,alienAge,22
12791,,alienAge,31
12792,,alienAge,36
12793,,alienAge,27
12795,,alienAge,30
12798,,alienAge,40
12799,,alienAge,36
12803,,alienAge,26
12805,,alienAge,26
12806,,alienAge,48
12808,,alienAge,31
12812,,alienAge,27
12813,,alienAge,29
12815,,alienAge,44
12818,,alienAge,23
12821,,alienAge,25
12822,,alienAge,20
12823,,alienAge,34
12824,,alienAge,49
12826,,alienAge,33
12827,,alienAge,30
12830,,alienAge,20
12831,,alienAge,43
12833,,alienAge,37
12834,,alienAge,30
12835,,alienAge,36
12836,,alienAge,35
12841,,alienAge,26
12842,,alienAge,39
12843,,alienAge,22
12844,,alienAge,32
12848,,alienAge,25
12850,,alienAge,31
12852,,alienAge,19
12854,,alienAge,19
12856,,alienAge,56
12857,,alienAge,34
12858,,alienAge,21
12862,,alienAge,29
12863,,alienAge,29
12864,,alienAge,30
12869,,alienAge,27
12870,,alienAge,27
12873,,alienAge,37
12880,,alienAge,23
12881,,alienAge,49
12882,,alienAge,29
12883,,alienAge,25
12884,,alienAge,19
12885,,alienAge,33
12886,,alienAge,32
12887,,alienAge,25
12888,,alienAge,24
12889,,alienAge,34
12890,,alienAge,27
12892,,alienAge,22
12893,,alienAge,20
12895,,alienAge,27
12896,,alienAge,51
12897,,alienAge,60
12899,,alienAge,44
12900,,alienAge,25
12901,,alienAge,27
12903,,alienAge,28
12904,,alienAge,16
12905,,alienAge,32
12906,,alienAge,28
12907,,alienAge,34
12909,,alienAge,29
12910,,alienAge,19
12913,,alienAge,26
12917,,alienAge,28
12918,,alienAge,25
12921,,alienAge,21
12922,,alienAge,25
12924,,alienAge,37
12926,,alienAge,22
12931,,alienAge,25
12932,,alienAge,35
12933,,alienAge,20
12935,,alienAge,28
12937,,alienAge,29
12940,,alienAge,44
12941,,alienAge,19
12943,,alienAge,38
12944,,alienAge,45
12946,,alienAge,44
12947,,alienAge,28
12949,,alienAge,28
12953,,alienAge,31
12957,,alienAge,32
12958,,alienAge,31
12960,,alienAge,30
12962,,alienAge,35
12964,,alienAge,39
12965,,alienAge,24
12966,,alienAge,39
12967,,alienAge,24
12968,,alienAge,48
12969,,alienAge,39
12970,,alienAge,32
12971,,alienAge,24
12972,,alienAge,54
12973,,alienAge,27
12975,,alienAge,22
12976,,alienAge,24
12979,,alienAge,25
12981,,alienAge,32
12983,,alienAge,39
12984,,alienAge,55
12985,,alienAge,36
12986,,alienAge,27
12987,,alienAge,20
12989,,alienAge,41
12994,,alienAge,39
12996,,alienAge,26
12999,,alienAge,48
13001,,alienAge,47
13002,,alienAge,26
13003,,alienAge,35
13005,,alienAge,47
13007,,alienAge,23
13009,,alienAge,37
13010,,alienAge,26
13012,,alienAge,25
13013,,alienAge,34
13014,,alienAge,17
13015,,alienAge,31
13016,,alienAge,23
13017,,alienAge,22
13018,,alienAge,45
13025,,alienAge,25
13026,,alienAge,30
13027,,alienAge,34
13030,,alienAge,22
13034,,alienAge,23
13035,,alienAge,32
13038,,alienAge,27
13040,,alienAge,40
13041,,alienAge,30
13046,,alienAge,28
13048,,alienAge,32
13049,,alienAge,27
13050,,alienAge,44
13052,,alienAge,49
13054,,alienAge,23
13056,,alienAge,47
13057,,alienAge,27
13059,,alienAge,33
13060,,alienAge,31
13061,,alienAge,30
13062,,alienAge,38
13063,,alienAge,22
13065,,alienAge,55
13067,,alienAge,37
13068,,alienAge,48
13069,,alienAge,31
13072,,alienAge,31
13074,,alienAge,26
13075,,alienAge,49
13081,,alienAge,23
13082,,alienAge,33
13083,,alienAge,27
13084,,alienAge,23
13086,,alienAge,30
13087,,alienAge,30
13091,,alienAge,25
13096,,alienAge,29
13097,,alienAge,43
13099,,alienAge,24
13100,,alienAge,35
13101,,alienAge,24
13103,,alienAge,25
13104,,alienAge,29
13109,,alienAge,34
13112,,alienAge,22
13114,,alienAge,33
13118,,alienAge,31
13120,,alienAge,17
13123,,alienAge,22
13124,,alienAge,23
13126,,alienAge,43
13127,,alienAge,34
13128,,alienAge,28
13129,,alienAge,62
13130,,alienAge,31
13131,,alienAge,25
13133,,alienAge,34
13134,,alienAge,33
13136,,alienAge,65
13137,,alienAge,25
13140,,alienAge,26
13142,,alienAge,29
13146,,alienAge,27
13149,,alienAge,20
13150,,alienAge,30
13152,,alienAge,23
13155,,alienAge,20
13156,,alienAge,27
13157,,alienAge,36
13159,,alienAge,20
13160,,alienAge,22
13165,,alienAge,29
13166,,alienAge,26
13168,,alienAge,29
13170,,alienAge,20
13175,,alienAge,29
13177,,alienAge,26
13178,,alienAge,29
13179,,alienAge,43
13182,,alienAge,37
13183,,alienAge,24
13185,,alienAge,38
13186,,alienAge,37
13189,,alienAge,38
13190,,alienAge,37
13192,,alienAge,39
13193,,alienAge,32
13195,,alienAge,23
13196,,alienAge,36
13200,,alienAge,23
13202,,alienAge,18
13203,,alienAge,53
13204,,alienAge,24
13208,,alienAge,43
13209,,alienAge,43
13210,,alienAge,43
13213,,alienAge,45
13217,,alienAge,25
13218,,alienAge,25
13220,,alienAge,33
13221,,alienAge,29
13222,,alienAge,22
13224,,alienAge,40
13225,,alienAge,28
13226,,alienAge,24
13229,,alienAge,41
13230,,alienAge,26
13232,,alienAge,31
13233,,alienAge,23
13235,,alienAge,19
13237,,alienAge,26
13238,,alienAge,37
13239,,alienAge,27
13240,,alienAge,21
13241,,alienAge,28
13244,,alienAge,33
13246,,alienAge,31
13248,,alienAge,34
13249,,alienAge,35
13250,,alienAge,32
13258,,alienAge,22
13259,,alienAge,37
13260,,alienAge,29
13267,,alienAge,36
13268,,alienAge,63
13269,,alienAge,26
13270,,alienAge,43
13272,,alienAge,31
13273,,alienAge,45
13274,,alienAge,31
13275,,alienAge,30
13276,,alienAge,25
13277,,alienAge,27
13279,,alienAge,25
13280,,alienAge,33
13282,,alienAge,18
13283,,alienAge,32
13287,,alienAge,40
13289,,alienAge,28
13290,,alienAge,28
13291,,alienAge,32
13293,,alienAge,42
13297,,alienAge,28
13301,,alienAge,24
13304,,alienAge,21
13307,,alienAge,27
13309,,alienAge,44
13310,,alienAge,38
13311,,alienAge,28
13314,,alienAge,40
13315,,alienAge,40
13319,,alienAge,17
13320,,alienAge,32
13323,,alienAge,29
13325,,alienAge,25
13327,,alienAge,42
13328,,alienAge,39
13330,,alienAge,31
13332,,alienAge,35
13333,,alienAge,34
13334,,alienAge,25
13335,,alienAge,31
13336,,alienAge,26
13337,,alienAge,27
13339,,alienAge,33
13340,,alienAge,22
13342,,alienAge,29
13344,,alienAge,47
13345,,alienAge,30
13348,,alienAge,31
13349,,alienAge,27
13353,,alienAge,33
13356,,alienAge,26
13357,,alienAge,36
13359,,alienAge,25
13363,,alienAge,32
13365,,alienAge,34
13366,,alienAge,33
13368,,alienAge,24
13369,,alienAge,24
13371,,alienAge,46
13374,,alienAge,26
13375,,alienAge,35
13377,,alienAge,30
13381,,alienAge,19
13384,,alienAge,28
13385,,alienAge,29
13387,,alienAge,29
13389,,alienAge,26
13390,,alienAge,26
13391,,alienAge,29
13395,,alienAge,28
13396,,alienAge,34
13397,,alienAge,27
13399,,alienAge,40
13401,,alienAge,25
13404,,alienAge,32
13406,,alienAge,42
13410,,alienAge,28
13411,,alienAge,33
13412,,alienAge,29
13413,,alienAge,23
13414,,alienAge,21
13416,,alienAge,29
13417,,alienAge,27
13418,,alienAge,24
13419,,alienAge,32
13421,,alienAge,25
13424,,alienAge,24
13425,,alienAge,19
13426,,alienAge,46
13427,,alienAge,51
13428,,alienAge,24
13429,,alienAge,24
13431,,alienAge,28
13432,,alienAge,35
13433,,alienAge,31
13434,,alienAge,27
13435,,alienAge,18
13436,,alienAge,30
13437,,alienAge,36
13439,,alienAge,41
13440,,alienAge,32
13441,,alienAge,46
13443,,alienAge,34
13446,,alienAge,31
13447,,alienAge,29
13448,,alienAge,33
13450,,alienAge,32
13451,,alienAge,42
13453,,alienAge,36
13459,,alienAge,19
13461,,alienAge,37
13463,,alienAge,33
13464,,alienAge,19
13465,,alienAge,30
13466,,alienAge,33
13467,,alienAge,22
13470,,alienAge,30
13471,,alienAge,30
13474,,alienAge,23
13475,,alienAge,48
13477,,alienAge,28
13478,,alienAge,38
13479,,alienAge,0
13480,,alienAge,44
13481,,alienAge,29
13483,,alienAge,25
13484,,alienAge,23
13486,,alienAge,26
13487,,alienAge,29
13488,,alienAge,19
13489,,alienAge,39
13490,,alienAge,28
13493,,alienAge,22
13494,,alienAge,21
13497,,alienAge,30
13498,,alienAge,19
13501,,alienAge,34
13502,,alienAge,46
13504,,alienAge,26
13505,,alienAge,46
13509,,alienAge,37
13510,,alienAge,39
13513,,alienAge,21
13514,,alienAge,31
13516,,alienAge,27
13517,,alienAge,32
13518,,alienAge,28
13519,,alienAge,31
13520,,alienAge,38
13522,,alienAge,0
13524,,alienAge,30
13526,,alienAge,29
13530,,alienAge,32
13533,,alienAge,28
13535,,alienAge,33
13536,,alienAge,42
13537,,alienAge,46
13538,,alienAge,23
13540,,alienAge,24
13541,,alienAge,26
13545,,alienAge,27
13546,,alienAge,19
13550,,alienAge,33
13551,,alienAge,29
13552,,alienAge,40
13553,,alienAge,24
13554,,alienAge,39
13557,,alienAge,27
13558,,alienAge,35
13559,,alienAge,22
13560,,alienAge,28
13561,,alienAge,41
13562,,alienAge,44
13563,,alienAge,36
13565,,alienAge,28
13566,,alienAge,44
13567,,alienAge,38
13568,,alienAge,18
13570,,alienAge,41
13571,,alienAge,41
13573,,alienAge,41
13575,,alienAge,26
13576,,alienAge,30
13578,,alienAge,55
13579,,alienAge,50
13581,,alienAge,24
13582,,alienAge,35
13583,,alienAge,27
13585,,alienAge,30
13586,,alienAge,23
13589,,alienAge,22
13591,,alienAge,25
13593,,alienAge,23
13594,,alienAge,27
13596,,alienAge,45
13598,,alienAge,27
13599,,alienAge,21
13600,,alienAge,52
13602,,alienAge,24
13604,,alienAge,33
13606,,alienAge,43
13608,,alienAge,26
13610,,alienAge,25
13611,,alienAge,31
13613,,alienAge,17
13615,,alienAge,22
13618,,alienAge,22
13620,,alienAge,42
13621,,alienAge,42
13622,,alienAge,26
13623,,alienAge,26
13624,,alienAge,28
13627,,alienAge,23
13628,,alienAge,36
13632,,alienAge,33
13634,,alienAge,31
13637,,alienAge,32
13638,,alienAge,40
13639,,alienAge,42
13640,,alienAge,34
13643,,alienAge,38
13644,,alienAge,32
13649,,alienAge,35
13650,,alienAge,25
13651,,alienAge,34
13653,,alienAge,38
13654,,alienAge,43
13656,,alienAge,26
13657,,alienAge,22
13658,,alienAge,19
13659,,alienAge,35
13660,,alienAge,37
13663,,alienAge,27
13665,,alienAge,21
13669,,alienAge,33
13670,,alienAge,34
13672,,alienAge,30
13673,,alienAge,32
13674,,alienAge,30
13676,,alienAge,38
13679,,alienAge,26
13680,,alienAge,22
13681,,alienAge,40
13685,,alienAge,22
13686,,alienAge,24
13689,,alienAge,29
13690,,alienAge,37
13691,,alienAge,29
13692,,alienAge,48
13693,,alienAge,31
13694,,alienAge,22
13696,,alienAge,23
13698,,alienAge,21
13699,,alienAge,29
13701,,alienAge,35
13702,,alienAge,20
13703,,alienAge,31
13704,,alienAge,23
13705,,alienAge,32
13706,,alienAge,50
13707,,alienAge,25
13710,,alienAge,48
13713,,alienAge,23
13715,,alienAge,19
13717,,alienAge,30
13718,,alienAge,35
13719,,alienAge,24
13721,,alienAge,31
13725,,alienAge,17
13727,,alienAge,26
13728,,alienAge,26
13730,,alienAge,20
13731,,alienAge,20
13735,,alienAge,25
13736,,alienAge,28
13737,,alienAge,27
13738,,alienAge,31
13739,,alienAge,44
13741,,alienAge,35
13742,,alienAge,29
13743,,alienAge,26
13744,,alienAge,54
13745,,alienAge,29
13746,,alienAge,28
13747,,alienAge,45
13748,,alienAge,40
13749,,alienAge,34
13750,,alienAge,36
13751,,alienAge,24
13752,,alienAge,27
13754,,alienAge,25
13756,,alienAge,27
13758,,alienAge,23
13759,,alienAge,37
13761,,alienAge,23
13762,,alienAge,30
13764,,alienAge,31
13765,,alienAge,24
13770,,alienAge,27
13773,,alienAge,24
13774,,alienAge,24
13775,,alienAge,28
13776,,alienAge,40
13777,,alienAge,28
13778,,alienAge,36
13781,,alienAge,33
13782,,alienAge,46
13783,,alienAge,17
13785,,alienAge,36
13787,,alienAge,22
13791,,alienAge,21
13792,,alienAge,19
13796,,alienAge,44
13798,,alienAge,31
13799,,alienAge,24
13800,,alienAge,21
13802,,alienAge,23
13803,,alienAge,49
13804,,alienAge,53
13806,,alienAge,34
13810,,alienAge,43
13812,,alienAge,28
13814,,alienAge,22
13815,,alienAge,27
13817,,alienAge,25
13818,,alienAge,24
13819,,alienAge,27
13820,,alienAge,25
13821,,alienAge,25
13822,,alienAge,26
13823,,alienAge,21
13825,,alienAge,37
13827,,alienAge,29
13829,,alienAge,24
13830,,alienAge,28
13831,,alienAge,23
13832,,alienAge,29
13833,,alienAge,36
13835,,alienAge,23
13838,,alienAge,25
13840,,alienAge,28
13842,,alienAge,22
13843,,alienAge,32
13844,,alienAge,23
13845,,alienAge,26
13848,,alienAge,28
13849,,alienAge,24
13850,,alienAge,35
13851,,alienAge,22
13852,,alienAge,25
13853,,alienAge,37
13854,,alienAge,29
13855,,alienAge,31
13856,,alienAge,25
13857,,alienAge,26
13858,,alienAge,29
13861,,alienAge,24
13862,,alienAge,36
13864,,alienAge,34
13865,,alienAge,22
13867,,alienAge,26
13868,,alienAge,28
13869,,alienAge,27
13870,,alienAge,30
13871,,alienAge,50
13872,,alienAge,30
13874,,alienAge,35
13875,,alienAge,40
13876,,alienAge,35
13877,,alienAge,31
13878,,alienAge,21
13880,,alienAge,26
13881,,alienAge,28
13882,,alienAge,30
13884,,alienAge,58
13886,,alienAge,32
13887,,alienAge,39
13889,,alienAge,32
13892,,alienAge,24
13893,,alienAge,24
13894,,alienAge,19
13895,,alienAge,24
13897,,alienAge,38
13899,,alienAge,24
13900,,alienAge,23
13902,,alienAge,33
13903,,alienAge,58
13905,,alienAge,35
13906,,alienAge,33
13908,,alienAge,30
13909,,alienAge,34
13910,,alienAge,28
13912,,alienAge,27
13913,,alienAge,25
13915,,alienAge,27
13916,,alienAge,41
13917,,alienAge,25
13919,,alienAge,52
13920,,alienAge,26
13922,,alienAge,33
13923,,alienAge,27
13924,,alienAge,50
13926,,alienAge,25
13927,,alienAge,26
13928,,alienAge,30
13930,,alienAge,23
13931,,alienAge,31
13932,,alienAge,27
13937,,alienAge,23
13938,,alienAge,21
13939,,alienAge,26
13940,,alienAge,53
13942,,alienAge,36
13943,,alienAge,23
13944,,alienAge,21
13947,,alienAge,46
13948,,alienAge,20
13950,,alienAge,34
13953,,alienAge,38
13955,,alienAge,26
13958,,alienAge,24
13959,,alienAge,24
13960,,alienAge,26
13963,,alienAge,28
13965,,alienAge,26
13966,,alienAge,35
13967,,alienAge,27
13968,,alienAge,50
13969,,alienAge,34
13970,,alienAge,38
13971,,alienAge,37
13975,,alienAge,33
13977,,alienAge,27
13978,,alienAge,18
13979,,alienAge,43
13980,,alienAge,25
13981,,alienAge,20
13984,,alienAge,46
13985,,alienAge,24
13986,,alienAge,17
13992,,alienAge,36
13993,,alienAge,28
13994,,alienAge,30
13996,,alienAge,48
13997,,alienAge,31
13998,,alienAge,30
13999,,alienAge,41
14000,,alienAge,26
14001,,alienAge,21
14003,,alienAge,24
14004,,alienAge,25
14005,,alienAge,20
14010,,alienAge,33
14012,,alienAge,52
14014,,alienAge,31
14015,,alienAge,26
14017,,alienAge,27
14018,,alienAge,31
14019,,alienAge,28
14020,,alienAge,30
14021,,alienAge,20
14022,,alienAge,26
14026,,alienAge,22
14027,,alienAge,20
14028,,alienAge,52
14029,,alienAge,28
14030,,alienAge,35
14031,,alienAge,30
14032,,alienAge,36
14034,,alienAge,33
14035,,alienAge,30
14037,,alienAge,29
14038,,alienAge,26
14041,,alienAge,22
14042,,alienAge,28
14043,,alienAge,34
14045,,alienAge,29
14046,,alienAge,24
14048,,alienAge,37
14049,,alienAge,37
14050,,alienAge,37
14053,,alienAge,32
14054,,alienAge,47
14056,,alienAge,27
14058,,alienAge,38
14059,,alienAge,19
14061,,alienAge,36
14063,,alienAge,23
14064,,alienAge,52
14066,,alienAge,52
14067,,alienAge,32
14068,,alienAge,23
14069,,alienAge,35
14070,,alienAge,46
14072,,alienAge,30
14075,,alienAge,38
14076,,alienAge,41
14077,,alienAge,36
14078,,alienAge,20
14080,,alienAge,29
14081,,alienAge,28
14086,,alienAge,21
14089,,alienAge,21
14090,,alienAge,35
14091,,alienAge,26
14093,,alienAge,29
14094,,alienAge,26
14096,,alienAge,34
14097,,alienAge,30
14098,,alienAge,29
14100,,alienAge,41
14102,,alienAge,25
14103,,alienAge,32
14104,,alienAge,36
14105,,alienAge,30
14107,,alienAge,31
14108,,alienAge,55
14110,,alienAge,23
14112,,alienAge,30
14113,,alienAge,34
14116,,alienAge,46
14118,,alienAge,33
14119,,alienAge,32
14120,,alienAge,19
14122,,alienAge,30
14123,,alienAge,51
14125,,alienAge,31
14126,,alienAge,22
14127,,alienAge,33
14128,,alienAge,26
14129,,alienAge,49
14130,,alienAge,25
14131,,alienAge,23
14132,,alienAge,35
14133,,alienAge,37
14134,,alienAge,58
14135,,alienAge,26
14136,,alienAge,42
14138,,alienAge,21
14139,,alienAge,35
14142,,alienAge,51
14150,,alienAge,36
14152,,alienAge,26
14154,,alienAge,29
14155,,alienAge,44
14156,,alienAge,38
14157,,alienAge,34
14161,,alienAge,29
14162,,alienAge,25
14163,,alienAge,23
14166,,alienAge,0
14171,,alienAge,27
14172,,alienAge,36
14174,,alienAge,28
14175,,alienAge,24
14176,,alienAge,28
14177,,alienAge,33
14180,,alienAge,41
14182,,alienAge,39
14183,,alienAge,24
14184,,alienAge,26
14186,,alienAge,18
14187,,alienAge,38
14188,,alienAge,34
14189,,alienAge,19
14191,,alienAge,36
14192,,alienAge,21
14194,,alienAge,24
14195,,alienAge,22
14196,,alienAge,26
14197,,alienAge,20
14198,,alienAge,23
14199,,alienAge,32
14200,,alienAge,25
14201,,alienAge,20
14202,,alienAge,22
14203,,alienAge,37
14204,,alienAge,34
14205,,alienAge,37
14208,,alienAge,22
14212,,alienAge,24
14213,,alienAge,24
14214,,alienAge,34
14216,,alienAge,29
14217,,alienAge,31
14218,,alienAge,25
14219,,alienAge,19
14220,,alienAge,40
14221,,alienAge,27
14222,,alienAge,30
14223,,alienAge,47
14224,,alienAge,23
14226,,alienAge,39
14227,,alienAge,37
14228,,alienAge,30
14229,,alienAge,22
14230,,alienAge,33
14231,,alienAge,30
14232,,alienAge,35
14233,,alienAge,31
14235,,alienAge,32
14238,,alienAge,24
14239,,alienAge,45
14241,,alienAge,42
14242,,alienAge,32
14243,,alienAge,19
14244,,alienAge,24
14246,,alienAge,38
14247,,alienAge,38
14248,,alienAge,25
14250,,alienAge,25
14251,,alienAge,34
14252,,alienAge,35
14253,,alienAge,30
14254,,alienAge,44
14257,,alienAge,26
14259,,alienAge,24
14260,,alienAge,25
14262,,alienAge,36
14263,,alienAge,24
14265,,alienAge,27
14266,,alienAge,27
14267,,alienAge,50
14268,,alienAge,38
14269,,alienAge,53
14270,,alienAge,23
14272,,alienAge,29
14275,,alienAge,52
14276,,alienAge,28
14277,,alienAge,47
14279,,alienAge,36
14280,,alienAge,30
14282,,alienAge,33
14284,,alienAge,25
14285,,alienAge,45
14286,,alienAge,25
14287,,alienAge,23
14288,,alienAge,29
14289,,alienAge,47
14291,,alienAge,33
14292,,alienAge,37
14293,,alienAge,44
14294,,alienAge,21
14297,,alienAge,27
14298,,alienAge,25
14299,,alienAge,29
14302,,alienAge,23
14303,,alienAge,26
14304,,alienAge,25
14306,,alienAge,46
14308,,alienAge,33
14309,,alienAge,19
14310,,alienAge,27
14311,,alienAge,31
14312,,alienAge,23
14313,,alienAge,37
14314,,alienAge,24
14315,,alienAge,22
14316,,alienAge,36
14317,,alienAge,38
14318,,alienAge,28
14319,,alienAge,30
14320,,alienAge,31
14321,,alienAge,35
14322,,alienAge,41
14324,,alienAge,24
14325,,alienAge,33
14326,,alienAge,28
14327,,alienAge,24
14328,,alienAge,29
14329,,alienAge,25
14330,,alienAge,27
14332,,alienAge,21
14333,,alienAge,39
14334,,alienAge,32
14335,,alienAge,41
14337,,alienAge,38
14338,,alienAge,27
14340,,alienAge,25
14341,,alienAge,36
14342,,alienAge,25
14343,,alienAge,22
14344,,alienAge,33
14345,,alienAge,23
14346,,alienAge,26
14348,,alienAge,27
14349,,alienAge,35
14350,,alienAge,29
14351,,alienAge,32
14353,,alienAge,25
14355,,alienAge,39
14356,,alienAge,36
14357,,alienAge,27
14358,,alienAge,24
14359,,alienAge,35
14361,,alienAge,31
14363,,alienAge,24
14366,,alienAge,34
14367,,alienAge,49
14368,,alienAge,21
14371,,alienAge,38
14372,,alienAge,29
14374,,alienAge,40
14375,,alienAge,30
14377,,alienAge,45
14379,,alienAge,35
14381,,alienAge,32
14382,,alienAge,30
14383,,alienAge,28
14384,,alienAge,50
14386,,alienAge,31
14387,,alienAge,39
14388,,alienAge,23
14389,,alienAge,24
14391,,alienAge,28
14392,,alienAge,25
14394,,alienAge,30
14396,,alienAge,27
14397,,alienAge,46
14398,,alienAge,34
14400,,alienAge,19
14402,,alienAge,43
14403,,alienAge,22
14406,,alienAge,31
14407,,alienAge,23
14409,,alienAge,39
14410,,alienAge,33
14412,,alienAge,31
14413,,alienAge,21
14414,,alienAge,22
14416,,alienAge,29
14417,,alienAge,19
14418,,alienAge,24
14419,,alienAge,22
14420,,alienAge,25
14421,,alienAge,43
14425,,alienAge,28
14426,,alienAge,54
14427,,alienAge,35
14428,,alienAge,21
14431,,alienAge,33
14433,,alienAge,38
14434,,alienAge,21
14435,,alienAge,37
14436,,alienAge,35
14437,,alienAge,23
14438,,alienAge,21
14440,,alienAge,28
14441,,alienAge,29
14444,,alienAge,39
14446,,alienAge,42
14447,,alienAge,27
14448,,alienAge,31
14450,,alienAge,31
14451,,alienAge,25
14453,,alienAge,21
14454,,alienAge,29
14455,,alienAge,23
14457,,alienAge,28
14458,,alienAge,24
14459,,alienAge,29
14461,,alienAge,27
14462,,alienAge,20
14463,,alienAge,47
14466,,alienAge,28
14468,,alienAge,39
14469,,alienAge,35
14471,,alienAge,29
14472,,alienAge,28
14473,,alienAge,23
14474,,alienAge,34
14475,,alienAge,24
14476,,alienAge,47
14481,,alienAge,25
14482,,alienAge,29
14483,,alienAge,41
14485,,alienAge,25
14486,,alienAge,43
14487,,alienAge,23
14488,,alienAge,30
14489,,alienAge,46
14490,,alienAge,41
14492,,alienAge,24
14493,,alienAge,23
14494,,alienAge,33
14495,,alienAge,30
14497,,alienAge,32
14498,,alienAge,34
14499,,alienAge,34
14500,,alienAge,20
14501,,alienAge,27
14502,,alienAge,26
14503,,alienAge,44
14505,,alienAge,28
14507,,alienAge,25
14508,,alienAge,43
14509,,alienAge,24
14510,,alienAge,23
14512,,alienAge,20
14513,,alienAge,26
14514,,alienAge,32
14515,,alienAge,27
14519,,alienAge,32
14520,,alienAge,35
14521,,alienAge,26
14522,,alienAge,24
14523,,alienAge,35
14524,,alienAge,32
14526,,alienAge,23
14527,,alienAge,40
14528,,alienAge,43
14529,,alienAge,23
14531,,alienAge,32
14532,,alienAge,32
14533,,alienAge,41
14534,,alienAge,38
14536,,alienAge,26
14538,,alienAge,23
14539,,alienAge,33
14540,,alienAge,19
14542,,alienAge,22
14543,,alienAge,25
14544,,alienAge,45
14545,,alienAge,18
14547,,alienAge,27
14549,,alienAge,19
14551,,alienAge,26
14553,,alienAge,22
14554,,alienAge,18
14556,,alienAge,48
14557,,alienAge,37
14558,,alienAge,31
14559,,alienAge,28
14560,,alienAge,24
14561,,alienAge,24
14563,,alienAge,34
14564,,alienAge,26
14566,,alienAge,57
14567,,alienAge,29
14568,,alienAge,27
14569,,alienAge,31
14571,,alienAge,22
14573,,alienAge,26
14574,,alienAge,24
14575,,alienAge,28
14576,,alienAge,44
14577,,alienAge,32
14579,,alienAge,24
14580,,alienAge,35
14581,,alienAge,29
14582,,alienAge,22
14583,,alienAge,19
14584,,alienAge,19
14585,,alienAge,46
14586,,alienAge,23
14589,,alienAge,24
14590,,alienAge,29
14592,,alienAge,26
14593,,alienAge,22
14594,,alienAge,31
14595,,alienAge,39
14596,,alienAge,22
14597,,alienAge,24
14598,,alienAge,29
14600,,alienAge,30
14601,,alienAge,35
14602,,alienAge,20
14603,,alienAge,51
14604,,alienAge,36
14606,,alienAge,27
14607,,alienAge,27
14608,,alienAge,28
14610,,alienAge,47
14611,,alienAge,23
14612,,alienAge,22
14614,,alienAge,36
14615,,alienAge,21
14616,,alienAge,28
14618,,alienAge,25
14619,,alienAge,46
14621,,alienAge,44
14622,,alienAge,30
14623,,alienAge,26
14624,,alienAge,33
14625,,alienAge,31
14626,,alienAge,34
14627,,alienAge,38
14628,,alienAge,48
14630,,alienAge,29
14631,,alienAge,32
14632,,alienAge,28
14633,,alienAge,25
14634,,alienAge,26
14635,,alienAge,43
14636,,alienAge,28
14637,,alienAge,32
14638,,alienAge,39
14639,,alienAge,23
14641,,alienAge,23
14643,,alienAge,37
14644,,alienAge,35
14646,,alienAge,35
14647,,alienAge,32
